sn,server_model,msg_cnt,fault_hour,fault_minute,msg_1_cnt,msg_2_cnt,msg_3_cnt,msg_4_cnt,msg_hour_max,msg_hour_min,msg_hour_avg,msg_hour_median,msg_hour_mode,msg_minute_max,msg_minute_min,msg_minute_avg,msg_minute_median,msg_minute_mode,msg_log,fault_time
64082e5d4055,16,2,5,49,0,0,1,0,5,4,4.5,4.5,4,57,46,51.5,51.5,46, memory #0xf9 | correctable ecc | asserted.,2020-04-17 05:49:02
640a9c19eb74,13,2,3,50,0,0,2,0,2,1,1.5,1.5,1,44,42,43.0,43.0,42, memory mem_chd0_status | uncorrectable ecc | asserted. memory mem_chf0_status | correctable ecc | asserted.,2020-01-02 03:50:57
640a9d1f2716,13,1,23,15,0,0,1,0,20,20,20.0,20.0,20,42,42,42.0,42.0,42, memory mem_cha0_status | correctable ecc | asserted.,2020-05-12 23:15:07
640ab818cd90,35,2,8,34,0,0,1,0,8,1,4.5,4.5,1,34,0,17.0,17.0,0, memory cpu1d1_dimm_stat | correctable ecc | asserted.,2020-08-31 08:34:47
64240590db70,16,2,19,22,0,0,2,0,19,19,19.0,19.0,19,20,20,20.0,20.0,20, system acpi power state acpi_pwr_status | s4/s5: soft-off | asserted. system acpi power state acpi_pwr_status | s0/g0: working | asserted.,2020-03-08 19:22:57
645cbbeeef1b,28,2,1,27,0,0,2,0,0,0,0.0,0.0,0,25,15,20.0,20.0,15, system boot initiated bios_boot_up | initiated by power up | asserted. processor cpu_caterr | state asserted | asserted.,2020-10-10 01:27:54
6466e5ef3617,35,11,17,53,0,0,8,0,17,16,16.181818181818183,16.0,16,56,24,46.81818181818182,51.0,51, management subsystem health system_health | sensor access degraded or unavailable | asserted. management subsys health system_health | sensor access degraded or unavailable | asserted. processor cpu0_status | configuration error | asserted. processor cpu0_status | configuration error | deasserted. processor cpu1_status | configuration error | asserted. management subsys health system_health | sensor access degraded or unavailable | deasserted. management subsystem health system_health | sensor access degraded or unavailable | deasserted. processor cpu1_status | configuration error | deasserted.,2020-09-27 17:53:54
6477cda7e073,31,6,19,47,0,0,3,0,19,19,19.0,19.0,19,11,11,11.0,11.0,11, memory cpu0_c4d0 | uncorrectable ecc | asserted. processor cpu_caterr | state asserted | asserted. processor cpu1_status | configuration error | asserted.,2020-10-13 19:47:03
6481f253f278,35,2,14,49,0,0,2,0,6,6,6.0,6.0,6,39,39,39.0,39.0,39, management subsys health system_health | sensor access degraded or unavailable | asserted. power supply ps1_status | failure detected | asserted.,2020-08-06 14:49:12
6492bed49dcf,51,8,18,54,0,0,4,0,15,13,14.0,14.0,13,49,34,41.5,41.5,34," power supply ps2_status | ac out-of-range, but present | asserted. power supply ps2_status | power supply ac lost | deasserted. power supply ps2_status | power supply ac lost | asserted. power supply ps2_status | ac out-of-range, but present | deasserted.",2020-10-09 18:54:55
64a10137ca8e,13,1,7,42,0,0,1,0,1,1,1.0,1.0,1,52,52,52.0,52.0,52, memory mem_chd0_status | correctable ecc | asserted.,2020-02-25 07:42:41
64a2d880bd4c,17,8,11,5,0,0,5,0,10,9,9.5,9.5,9,59,1,50.125,57.5,58, processor cpu_caterr | state asserted | asserted. system acpi power state acpi_pwr_status | s4/s5: soft-off | asserted. system acpi power state acpi_pwr_status | s0/g0: working | asserted. system boot initiated bios_boot_up | initiated by power up | asserted. processor cpu_caterr | state deasserted | asserted.,2020-01-11 11:05:54
64b7b04e377b,23,1,5,55,0,0,1,0,5,5,5.0,5.0,5,54,54,54.0,54.0,54, memory cpu0d1_dimm_stat | correctable ecc | asserted.,2020-09-10 05:55:48
64b7b04e377b,23,5,16,19,0,0,5,0,15,15,15.0,15.0,15,17,15,15.4,15.0,15, microcontroller #0x16 | transition to running | asserted. system boot initiated bios_boot_up | initiated by power up | asserted. system acpi power state acpi_pwr_status | s4/s5: soft-off | asserted. processor cpu_caterr | state deasserted | asserted. system acpi power state acpi_pwr_status | s0/g0: working | asserted.,2020-09-12 16:19:54
64bc28264a04,66,1,15,45,0,0,1,0,14,14,14.0,14.0,14,10,10,10.0,10.0,10, power supply ps2_status | power supply ac lost | asserted.,2020-01-01 15:45:49
64cc036a2808,49,1,18,45,0,0,1,0,18,18,18.0,18.0,18,43,43,43.0,43.0,43, memory #0xe2 | correctable ecc | asserted.,2020-03-22 18:45:17
64e04f121b2f,51,1,19,0,0,0,1,0,17,17,17.0,17.0,17,56,56,56.0,56.0,56, processor cpu_caterr | state asserted | asserted.,2020-04-07 19:00:55
64ec6e2be222,23,1,13,9,0,0,1,0,12,12,12.0,12.0,12,8,8,8.0,8.0,8, processor cpu_caterr | state asserted | asserted.,2020-01-12 13:09:55
64ed7f05d5e5,35,6,16,2,0,0,6,0,15,14,14.666666666666666,15.0,15,45,10,22.333333333333332,12.5,10, system acpi power state acpi_pwr_status | s4/s5: soft-off | asserted. system acpi power state acpi_pwr_status | s0/g0: working | asserted. system boot initiated bios_boot_up | initiated by warm reset | asserted. event logging disabled sel_status | log area reset/cleared | asserted. processor cpu0_status | ierr | asserted. processor cpu0_status | ierr | deasserted.,2020-09-09 16:02:55
64efd422c96a,23,2,20,39,0,0,1,0,20,15,17.5,17.5,15,38,25,31.5,31.5,25, memory cpu0b0_dimm_stat | correctable ecc | asserted.,2020-09-09 20:39:44
64f047c1f2f6,14,1,7,30,0,0,1,0,6,6,6.0,6.0,6,53,53,53.0,53.0,53, power supply psu1_supply | failure detected | asserted.,2020-02-08 07:30:06
64f49658a1f3,35,1,19,33,0,0,1,0,10,10,10.0,10.0,10,31,31,31.0,31.0,31, processor cpu0_status | ierr | asserted.,2020-04-06 19:33:54
6510c77b10d2,24,2,6,31,0,0,1,0,6,6,6.0,6.0,6,27,4,15.5,15.5,4, memory #0xf9 | correctable ecc | asserted.,2019-12-31 06:31:52
6546bbdfcd4f,51,1,0,30,0,0,0,0,-1,-1,-1.0,-1.0,-1,-1,-1,-1.0,-1.0,-1,,2020-06-11 00:30:59
65821b85215a,13,4,12,40,0,0,4,0,12,12,12.0,12.0,12,17,13,14.25,13.5,13, os boot bios_boot_up | boot completed - device not specified | asserted. system boot initiated system restart | system restart | asserted. os critical stop os status | os graceful shutdown | asserted. os stop/shutdown os status | os graceful shutdown | asserted.,2020-09-08 12:40:54
65833d55b7df,58,21,4,32,0,0,1,0,4,3,3.2857142857142856,3.0,3,29,16,27.0,28.0,28, memory #0xe2 | correctable ecc logging limit reached | asserted.,2020-09-07 04:32:07
658bcf705f10,103,2,8,18,0,0,2,0,8,8,8.0,8.0,8,15,15,15.0,15.0,15, memory #0x81 | uncorrectable ecc | asserted. processor cpu0_status | configuration error | asserted.,2020-10-16 08:18:41
6592181fdc81,56,1,3,12,0,0,1,0,3,3,3.0,3.0,3,6,6,6.0,6.0,6, memory cpu0e0_dimm_stat | correctable ecc | asserted.,2020-09-13 03:12:05
65954dc2d5e4,35,2,9,15,0,0,2,0,9,9,9.0,9.0,9,8,8,8.0,8.0,8, memory cpu1d0_dimm_stat | uncorrectable ecc | asserted. processor cpu1_status | configuration error | asserted.,2020-05-11 09:15:58
65961a370273,51,1,7,19,0,0,1,0,1,1,1.0,1.0,1,9,9,9.0,9.0,9, memory #0xe2 | correctable ecc | asserted.,2020-08-07 07:19:20
65a181981190,6,1,9,18,0,0,1,0,8,8,8.0,8.0,8,57,57,57.0,57.0,57, memory dimm110 | correctable ecc logging limit reached | asserted.,2020-02-10 09:18:58
65a7f0f2092c,49,2,2,26,0,0,2,0,2,1,1.5,1.5,1,54,12,33.0,33.0,12, system boot initiated #0xe0 | initiated by power up | asserted. memory #0xe2 | uncorrectable ecc | asserted.,2020-07-30 02:26:15
65aaec8b0f6c,58,22,14,29,0,0,1,0,14,13,13.090909090909092,13.0,13,58,1,21.772727272727273,14.0,1, memory #0xe2 | correctable ecc logging limit reached | asserted.,2020-04-15 14:29:00
65aaec8b0f6c,58,3,14,45,0,0,3,0,14,14,14.0,14.0,14,10,10,10.0,10.0,10," power supply ps1_status | presence detected | deasserted. power supply ps1_status | ac out-of-range, but present | asserted. power supply ps1_status | presence detected | asserted.",2020-08-14 14:45:34
65c324e9642d,27,1,1,30,0,0,1,0,1,1,1.0,1.0,1,1,1,1.0,1.0,1, drive slot / bay disk50_stat | drive fault | asserted.,2020-11-12 01:30:54
65c64ff9175c,54,2,17,7,0,0,1,0,17,9,13.0,13.0,9,48,0,24.0,24.0,0, memory cpu1f1_dimm_stat | correctable ecc | asserted.,2020-01-16 17:07:18
65f1b2baff0f,27,3,1,58,0,0,1,0,1,0,0.6666666666666666,1.0,1,54,5,24.666666666666668,15.0,5, memory cpu0a0_dimm_stat | correctable ecc | asserted.,2020-11-24 01:58:40
660228e73da3,35,2,22,11,0,0,1,0,22,8,15.0,15.0,8,46,7,26.5,26.5,7, memory cpu1f0_dimm_stat | correctable ecc | asserted.,2020-04-05 22:11:40
661bda2f8701,19,5,12,45,0,0,5,0,9,9,9.0,9.0,9,42,42,42.0,42.0,42, event logging disabled sel_status | log almost full | asserted. power supply ps2_status | presence detected | asserted. system acpi power state acpi_pwr_status | s0/g0: working | asserted. power supply ps1_status | presence detected | asserted. microcontroller bmc_boot_up | device enabled | asserted.,2020-10-05 12:45:04
66363d949731,35,10,11,9,0,0,5,2,11,10,10.2,10.0,10,58,4,26.5,9.0,55, system acpi power state acpi_pwr_status | s4/s5: soft-off | asserted. system acpi power state acpi_pwr_status | s0/g0: working | asserted. system boot initiated bios_boot_up | initiated by warm reset | asserted. processor cpu1_status | ierr | deasserted. processor cpu1_status | ierr | asserted. temperature cpu1_margin_temp | lower critical going low  | asserted | reading 0. temperature cpu1_margin_temp | lower critical going low  | deasserted | reading 54.,2020-05-12 11:09:57
66589ef0d14d,23,3,9,8,0,0,1,0,9,9,9.0,9.0,9,8,3,5.666666666666667,6.0,3, memory cpu1b0_dimm_stat | correctable ecc | asserted.,2020-05-03 09:08:41
66711f6be0b3,49,5,18,43,0,0,5,0,18,17,17.8,18.0,18,39,11,20.6,18.0,18, system acpi power state acpi_pwr_status | s4/s5: soft-off | asserted. processor cpu_caterr | state asserted | asserted. system acpi power state acpi_pwr_status | s0/g0: working | asserted. event logging disabled sel_status | log area reset/cleared | asserted. system boot initiated #0xe0 | initiated by hard reset | asserted.,2020-09-24 18:43:53
6687b5040c39,19,1,11,26,0,0,1,0,11,11,11.0,11.0,11,21,21,21.0,21.0,21, memory #0xf9 | correctable ecc | asserted.,2020-10-17 11:26:50
668f2914ee68,68,2,18,28,0,0,2,0,18,18,18.0,18.0,18,9,7,8.0,8.0,7, system boot initiated #0xe0 | initiated by power up | asserted. memory #0xe2 | uncorrectable ecc | asserted.,2020-01-21 18:28:53
66a787d06371,50,7,18,26,0,0,3,0,18,11,14.714285714285714,15.0,11,59,1,35.285714285714285,46.0,1, os boot #0xe0 | boot completed - device not specified | asserted. event logging disabled sel_status | log area reset/cleared | asserted. system boot initiated #0xe0 | initiated by hard reset | asserted.,2020-01-15 18:26:39
66b10eae64a1,99,12,15,25,0,0,1,0,15,15,15.0,15.0,15,6,3,4.333333333333333,4.0,3, memory memory_status | correctable ecc | asserted.,2020-04-14 15:25:02
66cd2798672d,35,5,6,16,0,0,5,0,5,5,5.0,5.0,5,36,14,23.2,22.0,22, processor cpu1_status | ierr | asserted. processor cpu1_status | ierr | deasserted. system boot initiated bios_boot_up | initiated by warm reset | asserted. system acpi power state acpi_pwr_status | s4/s5: soft-off | asserted. system acpi power state acpi_pwr_status | s0/g0: working | asserted.,2020-07-31 06:16:54
66d4a2ecc586,100,8,18,24,0,0,6,0,18,18,18.0,18.0,18,21,18,20.25,21.0,21, system boot initiated bios_boot_up | initiated by warm reset | asserted. oem record c2 | 001c4c | 00000f000500. system acpi power state #0x7d | s0/g0: working | asserted. processor cpu_core_error | correctable machine check error | asserted. system acpi power state #0x7d | s4/s5: soft-off | asserted. unknown chassis_control |  | asserted.,2020-07-12 18:24:11
66de98955130,66,4,16,32,0,0,3,0,16,16,16.0,16.0,16,24,1,12.25,12.0,1, version change #0x8b | hardware change detected | asserted. memory #0xe2 | memory device disabled | asserted. system boot initiated bios_boot_up | initiated by power up | asserted.,2019-12-31 16:32:01
66de98955130,66,4,16,35,0,0,3,0,16,16,16.0,16.0,16,24,1,12.25,12.0,1, version change #0x8b | hardware change detected | asserted. memory #0xe2 | memory device disabled | asserted. system boot initiated bios_boot_up | initiated by power up | asserted.,2019-12-31 16:35:01
66e446ac057a,16,5,14,37,0,0,4,0,14,6,10.8,14.0,14,35,24,31.8,33.0,35, memory #0xf9 | uncorrectable ecc | asserted. system event #0x10 | timestamp clock sync | asserted. os boot #0xe9 | boot completed - device not specified | asserted. system boot initiated bios_boot_up | initiated by warm reset | asserted.,2020-10-31 14:37:01
66ee3626772a,58,20,12,58,0,0,1,0,12,0,5.7,5.0,5,58,2,36.45,46.0,2, memory #0xe2 | correctable ecc logging limit reached | asserted.,2020-03-22 12:58:55
670ab3720d02,56,2,10,42,0,0,1,0,10,9,9.5,9.5,9,37,22,29.5,29.5,22, memory cpu0d0_dimm_stat | correctable ecc | asserted.,2020-07-11 10:42:07
670acf844368,99,2,9,3,0,0,1,0,8,8,8.0,8.0,8,51,29,40.0,40.0,29, memory memory_status | correctable ecc | asserted.,2020-05-25 09:03:16
671981787863,35,1,15,31,0,0,1,0,14,14,14.0,14.0,14,21,21,21.0,21.0,21, processor cpu1_status | ierr | asserted.,2020-09-04 15:31:55
672547a1204e,39,1,15,57,0,0,1,0,15,15,15.0,15.0,15,23,23,23.0,23.0,23, memory cpu0e0_dimm_stat | correctable ecc | asserted.,2020-08-30 15:57:38
672547a1204e,39,1,23,59,0,0,1,0,23,23,23.0,23.0,23,58,58,58.0,58.0,58, memory cpu1a0_dimm_stat | correctable ecc | asserted.,2020-08-31 23:59:36
673042b146d4,51,1,9,58,0,0,1,0,9,9,9.0,9.0,9,55,55,55.0,55.0,55, memory #0xe2 | correctable ecc | asserted.,2020-06-19 09:58:02
6776c889016e,51,3,10,35,0,0,3,0,10,9,9.666666666666666,10.0,10,35,5,15.0,5.0,5, processor cpu_caterr | state asserted | asserted. system acpi power state acpi_pwr_status | s0/g0: working | asserted. system acpi power state acpi_pwr_status | s4/s5: soft-off | asserted.,2020-10-07 10:35:56
67934bb44aa9,99,7,2,54,0,0,1,0,2,2,2.0,2.0,2,40,32,36.42857142857143,35.0,35, memory memory_status | correctable ecc | asserted.,2020-02-05 02:54:30
67a70c2a79bb,49,2,11,24,0,0,1,0,11,9,10.0,10.0,9,32,24,28.0,28.0,24, memory #0xe2 | correctable ecc | asserted.,2020-05-02 11:24:39
67bedac89f83,49,1,5,38,0,0,1,0,5,5,5.0,5.0,5,9,9,9.0,9.0,9, memory #0xe2 | correctable ecc | asserted.,2020-02-16 05:38:06
67c0b0e45819,39,1,6,36,0,0,1,0,6,6,6.0,6.0,6,2,2,2.0,2.0,2, power supply ps2_status | failure detected | asserted.,2020-07-12 06:36:03
67c19a94df67,74,2,1,48,0,0,2,0,0,0,0.0,0.0,0,45,45,45.0,45.0,45, unknown #0x17 |  | asserted. processor cpu0_status | ierr | asserted.,2020-05-18 01:48:55
67d22ea72c3d,30,2,15,48,0,0,1,0,15,10,12.5,12.5,10,47,31,39.0,39.0,31, memory cpu0a0_dimm_stat | correctable ecc | asserted.,2020-05-21 15:48:36
67d549bf77b7,23,3,19,24,0,0,2,0,19,19,19.0,19.0,19,18,13,16.333333333333332,18.0,18, power supply ps2_status | power supply ac lost | asserted. power supply ps2_status | power supply ac lost | deasserted.,2020-11-05 19:24:49
67e224c1a7ae,35,1,20,36,0,0,1,0,19,19,19.0,19.0,19,33,33,33.0,33.0,33, processor cpu0_status | ierr | asserted.,2020-08-20 20:36:54
67ee8fd685fc,53,2,18,16,0,0,2,0,17,17,17.0,17.0,17,46,46,46.0,46.0,46, drive slot / bay hdd_r_3_status | drive fault | asserted. drive slot / bay hdd_r_3_status | drive fault | deasserted.,2020-03-20 18:16:56
681c0e4356db,49,6,4,43,0,0,1,0,4,4,4.0,4.0,4,40,8,32.666666666666664,37.5,38, memory #0xe2 | correctable ecc | asserted.,2020-01-04 04:43:14
68368a6f523e,23,2,18,38,0,0,2,0,18,18,18.0,18.0,18,18,18,18.0,18.0,18, unknown #0x17 |  | asserted. processor cpu_caterr | state asserted | asserted.,2020-03-13 18:38:56
68442877d853,85,5,19,33,0,0,5,0,18,18,18.0,18.0,18,26,26,26.0,26.0,26, processor cpu0_status | uncorrectable machine check exception | deasserted. processor cpu0_status |  | asserted. processor cpu0_status |  | deasserted. system boot initiated bios_boot_up | initiated by warm reset | asserted. processor cpu0_status | uncorrectable machine check exception | asserted.,2020-05-22 19:33:55
68673382e146,92,7,20,23,0,0,5,0,20,20,20.0,20.0,20,19,15,17.428571428571427,18.0,18, memory #0x87 | correctable ecc | asserted. memory #0x87 | uncorrectable ecc | asserted. system boot initiated #0xb8 | initiated by warm reset | asserted. processor cpu_caterr | uncorrectable machine check exception | asserted. processor cpu_caterr |  | asserted.,2020-04-13 20:23:51
6873a067a90a,53,2,16,26,0,0,2,0,15,15,15.0,15.0,15,57,55,56.0,56.0,55, drive slot / bay hdd_l_18_status | drive fault | asserted. drive slot / bay hdd_l_18_status | drive fault | deasserted.,2020-07-20 16:26:54
6873a067a90a,53,2,3,54,0,0,2,0,3,3,3.0,3.0,3,25,24,24.5,24.5,24, drive slot / bay hdd_l_9_status | drive fault | deasserted. drive slot / bay hdd_l_9_status | drive fault | asserted.,2020-10-08 03:54:54
68a5bdf5ad45,20,1,13,3,0,0,1,0,11,11,11.0,11.0,11,50,50,50.0,50.0,50, memory memory_status | correctable ecc | asserted.,2020-04-21 13:03:45
68a77927e1f3,51,1,20,30,0,0,1,0,20,20,20.0,20.0,20,30,30,30.0,30.0,30, oem record c1 | 000000 | 0600c0a80101.,2020-10-05 20:30:31
68af170826f9,17,11,20,44,0,0,8,0,20,20,20.0,20.0,20,20,12,16.363636363636363,16.0,12, system event #0x10 | timestamp clock sync | asserted. processor #0xfa | configuration error | asserted. system acpi power state acpi_pwr_status | s4/s5: soft-off | asserted. processor cpu_caterr | state deasserted | asserted. os boot #0xe9 | boot completed - device not specified | asserted. system acpi power state acpi_pwr_status | s0/g0: working | asserted. processor cpu_caterr | state asserted | asserted. system boot initiated bios_boot_up | initiated by power up | asserted.,2020-10-20 20:44:54
68dd22c2bc69,58,25,2,28,0,0,1,0,2,1,1.32,1.0,1,59,1,35.04,40.0,1, memory #0xe2 | correctable ecc logging limit reached | asserted.,2020-01-16 02:28:46
68e677d52855,58,6,11,53,0,0,5,0,9,9,9.0,9.0,9,54,46,52.0,53.0,54, system acpi power state acpi_pwr_status | s0/g0: working | asserted. system boot initiated #0xe0 | initiated by warm reset | asserted. system acpi power state acpi_pwr_status | s4/s5: soft-off | asserted. unknown chassis_control |  | asserted. system boot initiated #0xe0 | initiated by power up | asserted.,2020-02-16 11:53:53
68f8f10d12d5,35,1,11,30,0,0,1,0,11,11,11.0,11.0,11,25,25,25.0,25.0,25, memory cpu1c0_dimm_stat | correctable ecc | asserted.,2019-12-28 11:30:33
699ad621b4cb,68,2,21,54,0,0,1,0,21,16,18.5,18.5,16,51,49,50.0,50.0,49, memory #0xe2 | correctable ecc | asserted.,2020-02-22 21:54:21
69b8ac5dcea5,49,2,22,17,0,0,1,0,22,10,16.0,16.0,10,18,14,16.0,16.0,14, memory #0xe2 | correctable ecc | asserted.,2020-04-02 22:17:01
69c3124db7e3,103,6,2,39,0,0,1,0,2,0,1.0,1.0,0,49,14,29.333333333333332,27.0,14, memory #0x86 | correctable ecc | asserted.,2020-09-23 02:39:05
69c699401333,55,1,2,13,0,0,1,0,2,2,2.0,2.0,2,8,8,8.0,8.0,8, memory cpu1c0_dimm_stat | correctable ecc | asserted.,2020-05-15 02:13:23
69dd64649de2,92,1,23,11,0,0,1,0,19,19,19.0,19.0,19,53,53,53.0,53.0,53, unknown bmc fw info |  | asserted.,2020-06-16 23:11:04
69e3574e8bf2,35,2,10,36,0,0,2,0,10,10,10.0,10.0,10,31,31,31.0,31.0,31, processor cpu0_status | configuration error | asserted. memory cpu1d0_dimm_stat | uncorrectable ecc | asserted.,2020-06-17 10:36:44
69e3574e8bf2,35,2,11,0,0,0,2,0,10,10,10.0,10.0,10,31,31,31.0,31.0,31, processor cpu0_status | configuration error | asserted. memory cpu1d0_dimm_stat | uncorrectable ecc | asserted.,2020-06-17 11:00:53
69e92e393312,35,4,20,5,0,0,3,0,18,18,18.0,18.0,18,54,39,50.0,53.5,54, processor cpu1_status | configuration error | asserted. system boot initiated bios_boot_up | initiated by warm reset | asserted. processor cpu1_status | configuration error | deasserted.,2020-05-13 20:05:54
69e98df5b631,54,1,14,38,0,0,1,0,14,14,14.0,14.0,14,28,28,28.0,28.0,28, memory cpu1c0_dimm_stat | correctable ecc | asserted.,2020-03-28 14:38:10
69eab2320d10,83,5,3,24,0,0,4,0,2,2,2.0,2.0,2,29,19,21.0,19.0,19, unknown cpu0 caterr |  | deasserted. unknown cpu0 mcerr |  | deasserted. system event #0xff | timestamp clock sync | asserted. system boot initiated | initiated by warm reset | asserted.,2020-05-17 03:24:53
69ecd356c145,83,3,4,47,0,0,2,0,0,0,0.0,0.0,0,51,51,51.0,51.0,51, system event #0xff | timestamp clock sync | asserted. system boot initiated | initiated by warm reset | asserted.,2020-07-04 04:47:55
69f147ebb968,14,1,1,18,0,0,1,0,0,0,0.0,0.0,0,36,36,36.0,36.0,36, power supply psu1_supply | failure detected | asserted.,2020-05-15 01:18:05
69f8f42c3814,63,2,12,19,0,0,2,0,9,9,9.0,9.0,9,23,23,23.0,23.0,23, unknown cpu0 mcerr |  | asserted. unknown cpu0 caterr |  | asserted.,2020-08-17 12:19:54
6a198901fb06,17,2,0,54,0,0,1,0,0,0,0.0,0.0,0,53,38,45.5,45.5,38, memory #0xf9 | correctable ecc | asserted.,2020-06-17 00:54:35
6a29942b7dd4,23,8,16,24,0,0,8,0,15,15,15.0,15.0,15,22,20,20.25,20.0,20, system acpi power state acpi_pwr_status | s4/s5: soft-off | asserted. system acpi power state acpi_pwr_status | s0/g0: working | asserted. processor cpu0_status | presence detected | asserted. microcontroller #0x16 | transition to running | asserted. processor cpu_caterr | state deasserted | asserted. processor cpu1_status | configuration error | deasserted. system boot initiated bios_boot_up | initiated by power up | asserted. processor cpu1_status | presence detected | asserted.,2020-09-12 16:24:56
6a5d8234b60a,51,1,23,0,0,0,1,0,16,16,16.0,16.0,16,49,49,49.0,49.0,49, system boot initiated #0xe0 | initiated by hard reset | asserted.,2020-05-19 23:00:17
6a6a724a3ab6,35,2,2,40,0,0,1,0,2,2,2.0,2.0,2,36,31,33.5,33.5,31, memory cpu0b0_dimm_stat | correctable ecc | asserted.,2020-05-17 02:40:32
6a8f06a4b1fc,49,2,18,42,0,0,1,0,18,18,18.0,18.0,18,41,39,40.0,40.0,39, memory #0xe2 | correctable ecc | asserted.,2020-06-10 18:42:26
6a947b3da260,13,3,9,26,0,0,3,0,8,8,8.0,8.0,8,24,22,23.0,23.0,22, critical interrupt pcie | bus fatal error | asserted. system boot initiated system restart | system restart | asserted. os boot bios_boot_up | boot completed - device not specified | asserted.,2020-10-02 09:26:55
6a9e574bef2e,56,2,20,45,0,0,1,0,20,8,14.0,14.0,8,43,26,34.5,34.5,26, memory cpu1d0_dimm_stat | correctable ecc | asserted.,2020-09-18 20:45:08
6b1bfe5fcf4b,19,3,5,3,0,0,3,0,4,4,4.0,4.0,4,36,34,35.333333333333336,36.0,36, os boot #0xe9 | boot completed - device not specified | asserted. system boot initiated bios_boot_up | initiated by warm reset | asserted. memory #0xf9 | uncorrectable ecc | asserted.,2020-02-29 05:03:00
6b2e271f5c5a,17,2,17,1,0,0,1,0,16,16,16.0,16.0,16,56,49,52.5,52.5,49, memory #0xf9 | correctable ecc | asserted.,2020-01-09 17:01:09
6b400de660e5,49,2,10,29,0,0,1,0,10,9,9.5,9.5,9,27,23,25.0,25.0,23, memory #0xe2 | correctable ecc | asserted.,2020-01-08 10:29:03
6b71e87d5eaa,100,8,4,11,0,0,6,0,4,4,4.0,4.0,4,9,6,6.75,6.0,6, oem record c2 | 001c4c | 000010007911. system boot initiated bios_boot_up | initiated by warm reset | asserted. system acpi power state #0x7d | s0/g0: working | asserted. unknown chassis_control |  | asserted. system acpi power state #0x7d | s4/s5: soft-off | asserted. processor cpu_core_error | correctable machine check error | asserted.,2020-07-17 04:11:29
6b73b9478ec6,18,1,14,27,0,0,1,0,12,12,12.0,12.0,12,44,44,44.0,44.0,44, power supply ps1 status | failure detected | asserted.,2020-06-08 14:27:35
6b813266d059,23,1,17,0,0,0,1,0,16,16,16.0,16.0,16,38,38,38.0,38.0,38, processor cpu_caterr | state asserted | asserted.,2020-10-26 17:00:54
6b8ae49a063f,35,7,23,6,0,0,3,0,22,21,21.571428571428573,22.0,22,58,0,20.428571428571427,0.0,0, processor cpu0_status | configuration error | asserted. memory cpu0a0_dimm_stat | correctable ecc | asserted. memory cpu0a0_dimm_stat | uncorrectable ecc | asserted.,2020-08-11 23:06:53
6b980e5921b1,35,2,15,34,0,0,2,0,14,14,14.0,14.0,14,32,32,32.0,32.0,32, processor cpu1_status | ierr | asserted. processor cpu0_status | ierr | asserted.,2020-08-18 15:34:54
6ba8189cf07f,56,2,12,56,0,0,1,0,12,12,12.0,12.0,12,47,21,34.0,34.0,21, memory cpu0b0_dimm_stat | correctable ecc | asserted.,2020-05-18 12:56:55
6ba8189cf07f,56,2,17,24,0,0,1,0,17,16,16.5,16.5,16,20,5,12.5,12.5,5, memory cpu1a0_dimm_stat | correctable ecc | asserted.,2020-07-29 17:24:00
6bb0cb98c7bf,4,28,23,9,0,0,28,0,22,22,22.0,22.0,22,46,46,46.0,46.0,46, drive slot / bay #0x1c | drive present | asserted. drive slot / bay #0x1f | drive present | asserted. add-in card #0x1b | device present | asserted. drive slot / bay #0x43 | drive present | asserted. processor #0x0f | presence detected | asserted. memory #0x54 | presence detected | asserted. power unit #0x18 | device present | asserted. memory #0x4e | presence detected | asserted. memory #0x57 | presence detected | asserted. memory #0x48 | presence detected | asserted. memory #0x4e | correctable ecc | asserted. drive slot / bay #0x22 | drive present | asserted. processor #0x13 | presence detected | asserted. memory #0x51 | presence detected | asserted. drive slot / bay #0x1a | drive present | asserted. drive slot / bay #0x44 | drive present | asserted. drive slot / bay #0x42 | drive present | asserted. power unit #0x25 | device present | asserted. memory #0x5e | presence detected | asserted. system boot initiated #0x07 | system restart | asserted. drive slot / bay #0x41 | drive present | asserted. drive slot / bay #0x20 | drive present | asserted. system acpi power state #0x04 | s0/g0: working | asserted. memory #0x4b | presence detected | asserted. memory #0x5a | presence detected | asserted. drive slot / bay #0x15 | drive present | asserted. drive slot / bay #0x16 | drive present | asserted. drive slot / bay #0x1e | drive present | asserted.,2020-11-20 23:09:25
6bb5f05c1123,67,3,1,2,0,0,2,0,0,0,0.0,0.0,0,34,30,31.333333333333332,30.0,30, memory #0xe2 | uncorrectable ecc | asserted. system boot initiated #0xe0 | initiated by power up | asserted.,2020-04-02 01:02:56
6be78055478d,23,10,21,39,0,0,1,0,21,18,19.9,20.0,21,56,4,26.4,28.0,30, memory cpu1c0_dimm_stat | correctable ecc | asserted.,2020-09-03 21:39:34
6c0c98cb1455,16,4,21,47,0,2,2,0,16,16,16.0,16.0,16,1,1,1.0,1.0,1, processor cpu_caterr | state asserted. processor cpu_caterr | state asserted | asserted. unknown #0x17 |  | asserted. unknown #0x17 |.,2020-05-15 21:47:53
6c18d7433fc8,35,2,20,3,0,0,1,0,20,20,20.0,20.0,20,2,2,2.0,2.0,2, memory cpu0d1_dimm_stat | correctable ecc | asserted.,2020-01-03 20:03:57
