sn,fault_time,label
SERVER_24085,2020/4/2 12:43,2
SERVER_24086,2020/5/11 8:43,1
SERVER_24087,2020/3/24 12:50,2
SERVER_24091,2020/2/18 1:18,2
SERVER_24093,2020/1/2 15:39,3
SERVER_24093,2020/1/2 15:39,3
SERVER_24097,2020/3/9 6:38,2
SERVER_24099,2020/6/19 2:42,2
SERVER_24099,2020/6/19 3:42,1
SERVER_24100,2020/4/28 21:03,2
SERVER_24105,2020/7/18 16:48,2
SERVER_24106,2020/6/11 16:43,2
SERVER_24109,2020/7/25 7:37,2
SERVER_24112,2020/9/28 4:42,2
SERVER_24113,2020/2/15 14:09,2
SERVER_24114,2020/3/28 22:42,2
SERVER_24115,2020/10/17 20:04,2
SERVER_24115,2020/10/24 15:11,2
SERVER_24116,2020/9/21 5:16,2
SERVER_24118,2020/2/17 16:14,2
SERVER_24121,2020/7/8 19:05,2
SERVER_24122,2020/5/31 13:43,2
SERVER_24126,2020/8/13 0:50,2
SERVER_24127,2020/4/26 12:19,2
SERVER_24128,2020/4/11 5:36,2
SERVER_24129,2020/1/27 11:14,2
SERVER_24131,2020/7/3 13:45,0
SERVER_24131,2020/7/27 12:43,0
SERVER_24132,2020/9/22 15:28,2
SERVER_24137,2020/2/8 3:12,2
SERVER_2414,2020/2/26 20:40,2
SERVER_2414,2020/3/28 13:30,3
SERVER_2414,2020/3/28 13:30,3
SERVER_2414,2020/3/28 13:30,3
SERVER_24145,2020/6/24 19:47,2
SERVER_24148,2020/1/4 20:45,2
SERVER_24151,2020/3/8 13:40,2
SERVER_24156,2020/1/4 13:37,3
SERVER_24158,2020/6/12 15:23,3
SERVER_24158,2020/6/12 16:05,3
SERVER_2416,2020/4/23 17:53,3
SERVER_24160,2020/8/2 0:45,3
SERVER_24163,2020/4/22 3:17,3
SERVER_24164,2020/4/27 20:51,2
SERVER_24168,2020/2/5 20:45,3
SERVER_24169,2020/4/8 19:40,3
SERVER_2417,2020/5/13 13:30,2
SERVER_24170,2020/1/25 9:48,0
SERVER_24170,2020/2/24 9:25,2
SERVER_24171,2020/10/17 5:44,2
SERVER_24172,2020/8/27 13:10,0
SERVER_24173,2020/2/20 21:51,0
SERVER_24175,2020/7/17 22:21,3
SERVER_24176,2020/9/21 4:09,1
SERVER_24177,2020/1/3 23:32,3
SERVER_2418,2020/9/19 2:21,2
SERVER_24182,2020/5/30 20:14,3
SERVER_24183,2020/1/3 11:26,2
SERVER_24184,2020/6/5 14:16,3
SERVER_24184,2020/9/3 3:24,3
SERVER_24184,2020/9/22 15:41,3
SERVER_24184,2020/10/8 14:37,3
SERVER_24185,2020/7/6 10:02,0
SERVER_24185,2020/7/15 6:57,0
SERVER_24185,2020/9/16 17:17,0
SERVER_24186,2020/7/18 14:37,0
SERVER_24187,2020/1/7 21:11,3
SERVER_24188,2020/2/13 18:59,3
SERVER_24189,2020/9/24 12:43,3
SERVER_2419,2020/5/11 1:54,2
SERVER_2419,2020/5/11 1:57,2
SERVER_24190,2020/3/3 6:14,3
SERVER_24190,2020/6/27 10:31,3
SERVER_24193,2020/3/8 15:44,3
SERVER_24194,2020/11/18 2:14,3
SERVER_24195,2020/1/22 9:44,1
SERVER_24197,2020/4/20 17:44,3
SERVER_24198,2020/2/29 11:53,3
SERVER_24199,2020/9/20 8:14,1
SERVER_242,2020/5/1 2:26,3
SERVER_2420,2020/1/7 5:56,2
SERVER_2420,2020/8/30 4:48,2
SERVER_2420,2020/8/31 6:24,2
SERVER_24201,2020/6/26 13:50,3
SERVER_24204,2020/6/10 20:53,3
SERVER_24204,2020/11/20 12:58,3
SERVER_24207,2020/8/21 11:16,3
SERVER_24213,2020/7/10 10:50,3
SERVER_24214,2020/3/11 18:07,2
SERVER_24219,2020/7/11 10:53,3
SERVER_2422,2020/1/10 10:48,3
SERVER_2422,2020/11/24 14:55,3
SERVER_24226,2020/7/9 18:45,0
SERVER_24228,2020/2/5 5:12,3
SERVER_24229,2020/10/17 7:56,2
SERVER_24229,2020/10/22 19:11,2
SERVER_2423,2020/6/10 20:42,2
SERVER_24232,2020/6/11 14:29,2
SERVER_24234,2020/2/25 10:43,3
SERVER_24234,2020/5/6 10:39,3
SERVER_24236,2020/9/9 9:21,2
SERVER_24236,2020/9/9 10:29,1
SERVER_24236,2020/10/28 20:15,3
SERVER_24237,2020/7/23 10:58,2
SERVER_24238,2020/7/11 8:16,3
SERVER_24239,2020/6/13 4:34,3
SERVER_24239,2020/6/13 4:36,2
SERVER_24240,2020/3/1 6:49,2
SERVER_24240,2020/3/6 4:10,3
SERVER_24246,2020/9/13 21:48,3
SERVER_24248,2020/6/8 4:54,3
SERVER_2425,2020/3/1 6:38,2
SERVER_24250,2020/5/14 15:01,3
SERVER_24252,2020/3/24 21:17,2
SERVER_24253,2020/8/1 21:33,2
SERVER_24254,2020/11/15 20:23,2
SERVER_24256,2020/10/20 4:57,2
SERVER_24258,2020/2/13 12:13,2
SERVER_2426,2020/2/12 15:39,2
SERVER_24260,2020/6/17 17:37,2
SERVER_24261,2020/6/28 19:56,2
SERVER_24268,2020/11/8 14:38,2
SERVER_2427,2020/8/19 19:13,2
SERVER_24272,2020/6/5 17:42,1
SERVER_24272,2020/10/16 2:14,2
SERVER_24272,2020/10/16 2:32,2
SERVER_24276,2020/6/28 20:09,2
SERVER_24279,2020/9/25 23:11,2
SERVER_2428,2020/6/21 11:15,2
SERVER_2428,2020/6/22 13:16,2
SERVER_24281,2020/9/11 19:52,3
SERVER_24284,2020/10/28 7:49,2
SERVER_24284,2020/10/29 1:59,2
SERVER_24286,2020/2/17 13:30,2
SERVER_2429,2020/5/28 21:28,2
SERVER_2429,2020/5/28 21:59,2
SERVER_24292,2020/10/20 12:07,0
SERVER_24294,2020/3/2 2:25,2
SERVER_24295,2020/6/4 11:15,2
SERVER_243,2020/7/7 17:30,1
SERVER_2430,2020/5/10 6:54,3
SERVER_24300,2020/8/21 7:04,2
SERVER_24301,2020/4/13 11:29,2
SERVER_24302,2020/1/15 13:41,3
SERVER_24302,2020/1/17 13:51,1
SERVER_24303,2020/5/16 10:04,2
SERVER_24304,2020/4/19 7:51,2
SERVER_24305,2020/3/19 14:16,2
SERVER_24312,2020/2/28 22:21,2
SERVER_24314,2020/10/19 2:33,2
SERVER_24315,2020/8/6 3:43,2
SERVER_24316,2020/8/11 6:59,2
SERVER_24319,2020/8/26 8:07,2
SERVER_24322,2020/6/21 16:18,1
SERVER_24323,2020/9/3 23:10,2
SERVER_24325,2020/6/21 3:56,2
SERVER_24327,2020/1/20 5:16,2
SERVER_24329,2020/2/22 16:42,2
SERVER_24330,2020/4/20 6:42,2
SERVER_24331,2020/7/21 10:24,2
SERVER_24335,2020/6/26 10:39,2
SERVER_2434,2020/10/13 10:27,3
SERVER_24340,2020/1/18 9:30,2
SERVER_24342,2020/5/20 8:19,2
SERVER_24346,2020/6/13 11:52,2
SERVER_24347,2019/12/29 11:36,2
SERVER_24349,2020/5/31 22:09,2
SERVER_2435,2020/10/13 10:11,3
SERVER_24353,2020/1/5 7:24,2
SERVER_24354,2020/1/31 3:59,1
SERVER_24360,2020/5/28 1:13,2
SERVER_24364,2020/8/27 2:35,2
SERVER_24369,2020/4/29 14:39,2
SERVER_2437,2020/6/23 14:18,3
SERVER_24372,2020/2/17 14:48,2
SERVER_24373,2020/2/20 19:48,2
SERVER_24374,2020/1/10 6:57,2
SERVER_24375,2020/2/11 0:38,2
SERVER_24378,2020/10/15 9:37,2
SERVER_24380,2020/6/26 15:13,2
SERVER_24383,2020/7/10 14:22,2
SERVER_24385,2020/8/14 10:45,3
SERVER_2439,2020/8/8 11:00,2
SERVER_24390,2020/3/29 21:10,2
SERVER_24393,2020/2/17 5:42,1
SERVER_24395,2020/9/28 1:38,2
SERVER_24396,2020/11/24 20:43,2
SERVER_24398,2020/3/11 13:54,2
SERVER_24398,2020/3/11 15:30,1
SERVER_2440,2020/1/1 2:52,2
SERVER_24400,2020/9/11 11:21,2
SERVER_24407,2020/6/11 20:35,2
SERVER_24413,2020/6/17 10:11,2
SERVER_24415,2020/8/5 14:37,2
SERVER_24416,2020/8/13 17:55,2
SERVER_24417,2020/5/20 5:07,2
SERVER_24418,2020/6/25 10:45,2
SERVER_24419,2020/6/28 7:07,2
SERVER_24421,2020/8/18 15:28,3
SERVER_24423,2020/3/13 0:17,2
SERVER_24424,2020/6/16 16:01,2
SERVER_24425,2020/9/29 14:08,2
SERVER_24428,2020/10/18 2:51,2
SERVER_24429,2020/4/25 10:33,2
SERVER_2443,2020/1/23 16:16,2
SERVER_2443,2020/1/23 16:16,2
SERVER_24432,2020/8/4 20:00,2
SERVER_24433,2020/9/20 4:48,2
SERVER_24435,2020/1/11 5:28,2
SERVER_24438,2020/5/2 7:44,2
SERVER_24441,2020/9/30 11:59,2
SERVER_24445,2020/10/21 10:42,2
SERVER_24447,2020/1/8 6:16,2
SERVER_24449,2020/3/7 18:56,2
SERVER_24449,2020/3/7 20:11,1
SERVER_2445,2020/9/29 7:55,1
SERVER_24450,2020/2/10 13:57,2
SERVER_24451,2020/3/23 14:51,2
SERVER_24456,2020/9/17 1:49,2
SERVER_24459,2020/2/17 20:41,2
SERVER_24461,2020/1/19 3:27,2
SERVER_24462,2020/8/12 21:25,2
SERVER_24467,2020/5/15 17:37,2
SERVER_24468,2020/2/11 21:54,2
SERVER_24469,2020/4/21 15:09,3
SERVER_24470,2020/10/19 8:01,2
SERVER_24475,2020/9/3 21:08,2
SERVER_24476,2020/4/9 23:23,2
SERVER_24477,2020/1/2 21:22,2
SERVER_2448,2020/9/4 14:42,1
SERVER_2448,2020/9/17 18:21,3
SERVER_24480,2020/6/27 4:23,2
SERVER_24481,2020/1/3 2:17,2
SERVER_24482,2020/3/30 3:29,2
SERVER_24484,2020/4/13 3:11,2
SERVER_24485,2020/1/10 1:43,2
SERVER_24486,2020/3/11 18:01,2
SERVER_24488,2020/7/7 0:40,2
SERVER_24489,2020/3/25 20:14,2
SERVER_24490,2020/8/20 10:09,2
SERVER_24491,2020/9/21 12:17,2
SERVER_24493,2020/4/17 8:38,2
SERVER_24493,2020/4/24 13:18,2
SERVER_24494,2020/2/29 2:25,2
SERVER_24496,2020/6/1 15:19,2
SERVER_24498,2020/5/5 4:16,2
SERVER_24500,2020/3/28 14:19,2
SERVER_24501,2020/10/13 20:33,2
SERVER_24502,2020/10/2 5:56,2
SERVER_24503,2020/3/6 8:18,0
SERVER_24504,2020/8/10 21:26,2
SERVER_24505,2020/3/12 1:20,2
SERVER_24506,2020/5/13 0:20,2
SERVER_24508,2020/5/11 22:37,2
SERVER_24509,2020/2/27 18:20,2
SERVER_2451,2020/6/18 19:53,3
SERVER_24516,2020/6/3 8:42,2
SERVER_24517,2020/6/29 14:24,2
SERVER_24518,2020/5/9 12:05,2
SERVER_24520,2020/2/21 14:47,2
SERVER_24524,2020/4/8 20:47,2
SERVER_24525,2020/2/28 3:06,2
SERVER_24529,2020/5/2 16:16,2
SERVER_24535,2020/6/7 1:51,2
SERVER_24536,2020/7/10 7:29,2
SERVER_24537,2020/7/10 19:42,2
SERVER_24538,2020/5/22 17:46,2
SERVER_24539,2020/4/1 15:15,2
SERVER_2454,2020/2/18 16:11,3
SERVER_24540,2020/4/23 7:24,2
SERVER_24541,2020/8/14 2:23,2
SERVER_24542,2020/1/4 19:09,2
SERVER_24544,2020/4/20 14:49,2
SERVER_24545,2020/9/6 0:00,2
SERVER_24546,2020/3/15 12:49,2
SERVER_24547,2020/4/8 7:08,2
SERVER_24548,2020/9/14 15:13,2
SERVER_24549,2020/2/14 12:23,2
SERVER_2455,2020/4/7 22:19,3
SERVER_24550,2020/8/7 21:37,2
SERVER_24552,2020/7/8 22:17,2
SERVER_24553,2020/9/29 16:16,2
SERVER_24554,2020/5/8 5:50,2
SERVER_24558,2020/3/20 18:09,2
SERVER_24559,2020/1/8 11:12,1
SERVER_24561,2020/8/8 13:58,2
SERVER_24562,2020/4/11 10:49,2
SERVER_24563,2020/5/11 5:40,2
SERVER_24565,2020/5/1 8:31,2
SERVER_24566,2020/6/5 4:20,2
SERVER_24569,2020/8/20 8:49,2
SERVER_2457,2020/4/29 10:20,1
SERVER_24570,2020/6/7 2:32,2
SERVER_24573,2020/4/28 5:33,2
SERVER_24574,2020/9/18 6:53,2
SERVER_24575,2020/9/27 1:52,2
SERVER_24576,2020/10/6 17:17,2
SERVER_24578,2020/8/23 20:58,2
SERVER_24579,2020/1/26 14:18,2
SERVER_2458,2020/5/16 21:37,1
SERVER_24581,2020/3/31 13:34,2
SERVER_24582,2020/7/8 1:28,2
SERVER_24583,2020/7/2 21:08,2
SERVER_24585,2020/6/14 4:49,2
SERVER_24586,2020/6/17 12:20,2
SERVER_2459,2020/2/27 7:37,2
SERVER_24592,2020/1/15 13:55,2
SERVER_24593,2020/6/15 4:41,0
SERVER_24594,2020/4/9 16:24,2
SERVER_24595,2020/2/28 5:26,2
SERVER_24596,2020/9/14 0:58,2
SERVER_24598,2020/6/21 0:04,2
SERVER_24599,2020/4/21 1:13,2
SERVER_24600,2020/1/7 13:30,2
SERVER_24601,2020/4/22 7:23,2
SERVER_24602,2020/1/2 16:58,2
SERVER_24603,2020/10/14 19:03,2
SERVER_24604,2020/2/5 13:35,2
SERVER_24606,2020/10/3 22:50,1
SERVER_24607,2020/3/13 20:01,2
SERVER_2461,2020/1/25 12:10,1
SERVER_24610,2020/5/31 14:38,2
SERVER_24613,2020/3/3 20:51,2
SERVER_24614,2020/6/2 22:46,2
SERVER_24615,2020/4/7 7:29,2
SERVER_24616,2020/9/6 14:58,2
SERVER_24618,2020/8/5 3:16,2
SERVER_2462,2020/2/19 4:24,3
SERVER_24620,2020/4/1 1:04,2
SERVER_24621,2020/1/13 14:45,2
SERVER_24623,2020/2/11 0:12,2
SERVER_24624,2020/8/7 10:30,3
SERVER_24628,2020/7/2 20:25,1
SERVER_2463,2020/4/17 6:08,3
SERVER_24632,2020/3/29 18:46,2
SERVER_24634,2020/5/22 12:54,2
SERVER_24636,2019/12/31 4:07,2
SERVER_24640,2020/2/23 7:06,2
SERVER_24644,2020/8/16 9:01,2
SERVER_24645,2020/3/10 1:22,2
SERVER_24648,2020/4/15 23:51,1
SERVER_2465,2020/3/28 17:36,3
SERVER_24652,2020/5/10 23:09,1
SERVER_2466,2020/3/21 16:43,2
SERVER_24663,2020/5/27 21:09,1
SERVER_24664,2020/7/24 10:40,2
SERVER_24668,2020/6/21 18:41,2
SERVER_24669,2020/5/31 11:55,2
SERVER_2467,2020/5/1 6:11,0
SERVER_24670,2020/5/10 0:46,2
SERVER_24671,2020/7/12 7:43,2
SERVER_24673,2020/1/23 18:36,2
SERVER_24674,2020/7/17 15:20,3
SERVER_24676,2020/6/16 1:51,3
SERVER_24676,2020/6/16 10:14,1
SERVER_24677,2020/4/10 2:42,2
SERVER_24679,2020/3/17 0:13,1
SERVER_24680,2020/7/15 14:00,3
SERVER_24683,2020/3/15 23:07,1
SERVER_24684,2020/3/4 1:24,1
SERVER_24688,2019/12/31 18:08,2
SERVER_24689,2020/6/9 2:52,0
SERVER_24690,2020/4/23 8:19,1
SERVER_24691,2020/3/5 17:14,2
SERVER_24693,2020/4/7 2:39,1
SERVER_2470,2019/12/28 1:10,2
SERVER_2470,2019/12/28 4:10,1
SERVER_2470,2020/4/28 5:13,1
SERVER_24702,2020/10/17 9:59,1
SERVER_24703,2020/1/26 19:03,2
SERVER_24708,2020/2/25 8:18,2
SERVER_2471,2020/9/3 11:14,1
SERVER_24711,2020/8/13 1:17,2
SERVER_24711,2020/8/13 1:23,2
SERVER_24711,2020/9/19 17:18,2
SERVER_24711,2020/10/4 6:54,2
SERVER_24711,2020/10/4 6:56,2
SERVER_24713,2020/2/6 20:14,2
SERVER_24713,2020/2/7 16:19,0
SERVER_24717,2020/4/16 1:31,0
SERVER_24717,2020/8/23 3:12,2
SERVER_24719,2020/6/21 20:17,2
SERVER_24721,2020/11/1 8:25,2
SERVER_24724,2019/12/31 16:00,2
SERVER_24724,2020/1/1 20:04,2
SERVER_24729,2020/10/22 6:27,2
SERVER_2473,2020/8/30 6:21,2
SERVER_24731,2020/2/24 11:07,1
SERVER_24733,2020/6/14 19:33,3
SERVER_24737,2020/4/15 14:26,2
SERVER_24738,2020/10/22 4:25,2
SERVER_24739,2020/7/8 18:03,0
SERVER_24741,2020/3/18 16:24,0
SERVER_24744,2020/11/22 1:28,2
SERVER_24745,2020/4/2 5:41,1
SERVER_24746,2020/4/15 13:21,1
SERVER_24747,2020/9/10 1:27,1
SERVER_24748,2020/8/6 20:24,1
SERVER_24749,2020/9/6 4:54,2
SERVER_24749,2020/9/7 15:18,0
SERVER_2475,2020/6/1 23:24,1
SERVER_2475,2020/8/8 8:10,1
SERVER_24752,2020/5/14 21:31,1
SERVER_24755,2020/2/2 14:47,2
SERVER_24758,2020/7/10 22:18,1
SERVER_2476,2020/3/17 21:54,1
SERVER_24766,2020/5/27 9:59,2
SERVER_24766,2020/6/1 14:44,2
SERVER_24766,2020/6/4 17:23,2
SERVER_24766,2020/6/9 8:14,2
SERVER_24766,2020/6/12 11:02,2
SERVER_24768,2020/11/24 10:07,2
SERVER_2477,2020/7/22 2:41,2
SERVER_24771,2020/3/22 21:36,2
SERVER_24772,2020/4/22 8:00,2
SERVER_24775,2020/10/11 14:47,3
SERVER_24776,2020/5/14 11:12,2
SERVER_24777,2020/4/28 11:17,1
SERVER_24780,2020/8/21 13:05,2
SERVER_24786,2020/6/18 5:41,2
SERVER_24787,2020/5/24 9:46,0
SERVER_24788,2020/5/24 9:47,0
SERVER_24789,2020/5/16 17:06,1
SERVER_2479,2020/6/17 18:44,2
SERVER_24790,2020/6/16 10:33,0
SERVER_24793,2020/7/27 4:51,1
SERVER_24794,2020/10/31 10:36,3
SERVER_24796,2020/9/19 11:09,3
SERVER_24797,2020/10/7 18:32,1
SERVER_24799,2020/10/6 23:27,3
SERVER_248,2020/3/22 9:45,2
SERVER_248,2020/3/27 14:52,2
SERVER_248,2020/4/11 13:49,2
SERVER_24800,2020/10/13 16:21,0
SERVER_24804,2020/6/25 17:43,1
SERVER_24805,2019/12/30 12:49,2
SERVER_24807,2020/7/7 15:44,1
SERVER_24807,2020/8/5 9:20,3
SERVER_2481,2020/9/5 14:45,3
SERVER_24811,2020/5/11 10:44,3
SERVER_24812,2020/8/28 10:38,3
SERVER_24813,2020/6/10 7:49,1
SERVER_24814,2020/10/8 18:50,1
SERVER_24816,2020/1/22 8:08,2
SERVER_24821,2020/2/29 19:27,2
SERVER_24823,2020/5/12 7:16,2
SERVER_24825,2020/7/27 12:30,2
SERVER_24826,2020/10/18 5:49,2
SERVER_24829,2020/6/2 12:21,1
SERVER_2483,2020/8/1 10:08,2
SERVER_24830,2020/4/14 23:06,2
SERVER_24831,2020/3/14 0:25,1
SERVER_24832,2020/8/9 19:40,2
SERVER_24835,2020/1/9 4:24,2
SERVER_24836,2020/4/19 13:15,2
SERVER_24837,2020/1/8 7:24,2
SERVER_24839,2020/2/6 7:50,2
SERVER_24840,2020/9/15 19:20,2
SERVER_24842,2020/1/29 20:44,2
SERVER_24845,2020/7/15 22:50,0
SERVER_24848,2020/5/1 14:57,3
SERVER_24850,2020/9/9 13:03,2
SERVER_24851,2020/11/5 17:41,2
SERVER_24851,2020/11/10 4:30,2
SERVER_24852,2020/4/9 23:06,2
SERVER_24853,2020/3/23 14:30,2
SERVER_24854,2020/5/11 19:17,2
SERVER_24854,2020/5/11 21:26,0
SERVER_24856,2020/5/6 19:28,1
SERVER_24856,2020/7/15 15:17,1
SERVER_24858,2020/3/14 19:37,2
SERVER_24858,2020/3/18 15:10,1
SERVER_24858,2020/4/5 10:00,2
SERVER_2486,2020/5/21 17:37,2
SERVER_2486,2020/5/26 16:02,3
SERVER_24860,2020/10/31 11:04,3
SERVER_24863,2020/4/4 13:31,2
SERVER_24866,2020/6/8 13:48,2
SERVER_24867,2020/11/12 8:15,2
SERVER_24868,2020/6/5 4:18,2
SERVER_2487,2020/4/26 6:26,2
SERVER_24872,2020/6/17 11:11,2
SERVER_24874,2020/5/1 1:23,2
SERVER_24876,2020/3/18 17:24,2
SERVER_24878,2020/2/2 9:21,2
SERVER_2488,2020/6/3 2:41,1
SERVER_24880,2020/4/23 21:39,2
SERVER_24883,2020/2/3 18:13,2
SERVER_24885,2020/9/26 22:17,2
SERVER_24887,2020/3/22 1:21,2
SERVER_24889,2020/8/30 17:06,2
SERVER_24891,2020/4/5 21:20,1
SERVER_24896,2020/1/30 1:42,2
SERVER_24897,2020/5/31 17:57,2
SERVER_24898,2020/11/1 7:14,2
SERVER_249,2020/5/8 2:43,2
SERVER_249,2020/5/24 10:17,2
SERVER_249,2020/5/29 9:04,2
SERVER_24902,2020/8/15 18:15,2
SERVER_24902,2020/8/16 6:03,0
SERVER_24904,2020/4/17 11:17,1
SERVER_24905,2020/5/12 11:04,0
SERVER_24906,2020/6/25 18:18,2
SERVER_24907,2020/6/26 3:45,1
SERVER_24907,2020/7/1 16:12,2
SERVER_2491,2020/5/4 21:10,1
SERVER_24916,2020/5/14 20:23,2
SERVER_24917,2020/1/22 20:54,3
SERVER_24918,2020/3/11 16:51,2
SERVER_2492,2020/11/14 1:25,0
SERVER_24926,2020/2/12 0:12,2
SERVER_24927,2020/10/10 7:21,2
SERVER_24929,2020/1/27 22:57,2
SERVER_24930,2020/10/10 6:31,2
SERVER_24934,2020/7/14 14:31,3
SERVER_24936,2020/3/7 11:03,2
SERVER_24938,2020/3/6 1:26,2
SERVER_24942,2020/5/12 1:51,2
SERVER_24943,2020/11/25 0:43,2
SERVER_24945,2020/8/20 9:12,3
SERVER_24947,2020/4/28 5:03,2
SERVER_24949,2020/4/10 3:26,3
SERVER_24950,2020/4/11 23:15,1
SERVER_24952,2020/5/3 5:45,1
SERVER_24954,2020/1/27 10:17,3
SERVER_24955,2020/7/11 18:07,3
SERVER_24957,2020/6/24 16:47,3
SERVER_24958,2020/10/22 10:09,3
SERVER_2496,2020/2/2 2:14,3
SERVER_24962,2020/9/12 12:18,3
SERVER_24969,2020/8/29 10:54,3
SERVER_2497,2020/6/1 7:19,1
SERVER_24971,2020/3/4 21:09,3
SERVER_24971,2020/10/4 17:41,3
SERVER_24971,2020/10/26 1:41,3
SERVER_24971,2020/11/12 20:49,3
SERVER_24972,2020/2/28 3:35,3
SERVER_24972,2020/2/29 17:17,3
SERVER_24972,2020/3/2 10:04,3
SERVER_24972,2020/3/4 16:32,3
SERVER_24973,2020/10/26 3:31,2
SERVER_24974,2020/4/2 12:33,2
SERVER_24976,2020/11/22 11:27,3
SERVER_24977,2020/11/18 16:27,3
SERVER_24978,2020/1/28 13:39,0
SERVER_24979,2020/5/25 2:17,3
SERVER_24980,2020/3/13 8:12,3
SERVER_24981,2020/8/7 8:50,1
SERVER_24982,2020/1/20 11:40,3
SERVER_24982,2020/1/29 17:28,2
SERVER_24983,2020/2/21 8:23,2
SERVER_24985,2020/2/1 1:01,3
SERVER_24986,2020/3/28 21:00,2
SERVER_24989,2020/8/14 16:27,0
SERVER_2499,2020/8/31 17:02,2
SERVER_24991,2020/5/2 13:00,2
SERVER_24996,2020/5/7 0:38,2
SERVER_24997,2020/5/10 14:33,2
SERVER_24997,2020/6/13 5:37,2
SERVER_24999,2020/5/1 16:43,2
SERVER_25,2020/11/21 0:59,2
SERVER_2500,2020/3/30 23:04,2
SERVER_25000,2020/7/16 16:45,2
SERVER_25002,2020/1/1 18:30,2
SERVER_25006,2020/4/27 23:22,2
SERVER_25008,2020/4/21 7:13,2
SERVER_25009,2020/4/14 5:31,2
SERVER_2501,2019/12/28 6:00,2
SERVER_25012,2020/5/8 14:46,2
SERVER_25017,2020/2/24 3:40,2
SERVER_25022,2020/10/7 20:52,2
SERVER_25026,2020/10/30 14:28,2
SERVER_25027,2020/5/10 19:20,2
SERVER_25027,2020/10/20 23:02,2
SERVER_25032,2020/7/11 23:23,2
SERVER_25033,2020/4/6 16:20,2
SERVER_25038,2020/7/9 5:56,2
SERVER_2504,2020/1/28 10:51,2
SERVER_25043,2020/1/29 11:56,0
SERVER_25044,2020/7/8 22:43,2
SERVER_25046,2020/7/15 17:32,2
SERVER_25051,2020/7/13 2:56,2
SERVER_25054,2020/2/4 22:19,2
SERVER_25054,2020/3/7 18:40,2
SERVER_25054,2020/10/11 16:09,2
SERVER_25056,2020/5/30 13:14,3
SERVER_25058,2020/4/17 15:45,3
SERVER_25059,2020/6/16 16:20,1
SERVER_2506,2020/2/16 23:50,2
SERVER_25061,2020/10/18 22:56,0
SERVER_25062,2020/4/17 9:20,0
SERVER_25063,2020/1/3 21:34,2
SERVER_25064,2020/5/20 18:08,2
SERVER_25065,2020/2/29 16:05,2
SERVER_25066,2020/10/28 11:04,2
SERVER_25067,2020/2/14 16:54,3
SERVER_25069,2020/10/29 17:25,0
SERVER_2507,2020/9/5 21:00,3
SERVER_25070,2020/4/11 23:07,0
SERVER_25072,2020/10/24 17:26,3
SERVER_25075,2020/8/3 22:16,2
SERVER_25076,2020/6/21 23:36,1
SERVER_25077,2020/4/29 23:31,0
SERVER_25079,2020/4/26 8:54,0
SERVER_25080,2020/5/12 15:53,2
SERVER_25081,2020/6/6 17:03,0
SERVER_25082,2020/3/28 16:25,2
SERVER_25085,2020/7/26 12:41,2
SERVER_25087,2020/5/9 19:38,2
SERVER_25087,2020/11/4 10:52,2
SERVER_25087,2020/11/17 16:48,2
SERVER_25089,2020/8/30 17:04,2
SERVER_25090,2020/5/9 19:29,2
SERVER_25092,2020/2/4 18:58,2
SERVER_25094,2020/4/21 4:54,3
SERVER_25095,2020/7/17 19:12,3
SERVER_25096,2020/10/11 20:07,2
SERVER_25097,2020/3/25 19:03,3
SERVER_25098,2020/4/20 19:09,3
SERVER_251,2020/1/12 21:13,2
SERVER_251,2020/2/6 18:20,2
SERVER_2510,2020/8/18 11:13,2
SERVER_25101,2020/8/9 15:16,3
SERVER_25105,2020/10/6 9:26,2
SERVER_25106,2020/1/17 1:13,3
SERVER_25107,2020/9/7 23:02,2
SERVER_25109,2020/9/4 8:06,2
SERVER_25111,2020/5/6 17:24,2
SERVER_25112,2020/4/20 23:49,2
SERVER_25113,2020/9/11 23:34,2
SERVER_25114,2020/9/15 19:36,2
SERVER_25116,2020/10/3 7:43,3
SERVER_25117,2020/5/2 19:48,3
SERVER_25120,2020/3/31 22:05,3
SERVER_25121,2020/9/5 21:23,2
SERVER_25122,2020/9/18 15:40,3
SERVER_25126,2020/10/13 17:21,2
SERVER_2513,2020/10/23 6:59,2
SERVER_2513,2020/10/23 7:05,2
SERVER_25130,2020/9/2 22:29,2
SERVER_25133,2020/8/12 17:24,2
SERVER_25135,2020/9/9 19:51,0
SERVER_25138,2020/7/24 21:44,2
SERVER_25140,2020/5/16 15:45,2
SERVER_25143,2020/8/17 10:30,2
SERVER_25144,2020/2/13 19:57,3
SERVER_25145,2020/1/23 22:36,0
SERVER_25146,2020/9/22 15:30,0
SERVER_25147,2020/7/7 22:41,2
SERVER_2515,2020/11/10 12:48,3
SERVER_25151,2020/8/4 16:57,2
SERVER_25152,2020/1/28 4:11,1
SERVER_25153,2020/1/26 5:32,1
SERVER_25154,2020/10/25 10:25,2
SERVER_25157,2020/4/11 9:38,0
SERVER_25158,2020/11/15 14:17,2
SERVER_25159,2020/10/8 15:40,2
SERVER_2516,2020/7/25 7:40,3
SERVER_2516,2020/7/25 16:06,3
SERVER_25163,2020/10/19 3:22,2
SERVER_25164,2020/4/24 8:42,0
SERVER_25166,2020/10/28 23:03,2
SERVER_25167,2020/6/4 18:26,2
SERVER_25172,2020/11/23 3:26,1
SERVER_25173,2020/11/11 17:12,2
SERVER_25175,2020/6/1 5:20,2
